"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC2A4RG",542.09592278869,0.751444843827825,0.478184787389897,1.57145284342791,0.116077499741895,0.398756795021047
"ARVCF",1259.93488507068,0.548014649454661,0.348819266366169,1.57105613793531,0.11616960964775,0.398756795021047
"GNB1L",636.923481847571,0.692813593253017,0.440903107108021,1.57135112473425,0.11610111203919,0.398756795021047
"LAIR1",208.655604471181,-0.664552691395883,0.423034504864511,-1.57091840914662,0.116201601926793,0.398813856632759
"LOC119871806",104.549209947231,-1.0525992383049,0.670223341468746,-1.57052011348665,0.116294158841724,0.398920478776304
"LOC111096598",42.8140534681414,-1.72060992299904,1.09555678671643,-1.57053467593953,0.116290773763571,0.398920478776304
"NHP2",934.414649624815,0.628781209036359,0.400347586619508,1.5705882339537,0.116278324736797,0.398920478776304
"MLLT11",7922.50207596994,0.519759099402742,0.330938805271243,1.5705595449187,0.116284993086913,0.398920478776304
"LOC100682605",26.0892085591986,-2.09914445008569,1.33680011887479,-1.57027548131323,0.116351035769941,0.399010093594551
"ZNF660",63.0314911170484,-1.25653981191949,0.800173103784719,-1.57033497623979,0.116337201201316,0.399010093594551
"LOC102156659",17.2184522571265,1.89027655294289,1.20395664273006,1.57005367623252,0.116402624293159,0.399055193079376
"LOC119865610",24.5550821790554,-1.73073994087363,1.10230862300355,-1.57010469187634,0.116390757231286,0.399055193079376
"NIPSNAP1",3082.87483876333,0.462632702945774,0.294666646254865,1.57002059386671,0.11641032029329,0.399055193079376
"PCSK5",720.448416283395,1.1747557100415,0.748325635178541,1.56984560573181,0.116451034693824,0.399089322544207
"LOC102151392",85.2186926034785,-1.9104727930572,1.21697059427849,-1.56985945431974,0.116447812142324,0.399089322544207
"LOC111096965",240.896680229062,-0.534188163467211,0.340300854823499,-1.56975263475102,0.116472670754943,0.399110762721612
"LOC606761",23.616620048578,-0.806264378471909,0.513696985327302,-1.56953301557376,0.11652379272693,0.399233221714264
"PTGFR",231.279239274893,-1.127507651918,0.718405272173854,-1.56945904434447,0.116541015387262,0.399239518059334
"RBFA",1437.56319152041,0.626282725308943,0.399159082676867,1.56900532266214,0.116646698785177,0.399346432684733
"CSNK2A2",630.682419666658,0.562778491345616,0.358641737438627,1.56919408032347,0.116602723151959,0.399346432684733
"EFTUD2",1807.87036744047,0.273536524835375,0.174341435105621,1.56897024892366,0.116654871490397,0.399346432684733
"C12H6orf132",107.084282969611,-1.70784091689026,1.08852708592771,-1.56894664264117,0.116660372360218,0.399346432684733
"C1R",2485.5479058465,0.75675855520224,0.482340954311903,1.5689286767735,0.116664559005124,0.399346432684733
"CPEB3",1983.60265991384,-0.771432139754351,0.491627563759099,-1.56913931728278,0.116615480177077,0.399346432684733
"MAGOH",350.432858848557,0.590507680801361,0.376442430223749,1.56865335411414,0.116728733107758,0.399513403342958
"LOC111097833",4.05312422156516,-1.77417481247018,1.13111056764931,-1.56852465462974,0.11675874077802,0.399547552672417
"ZNF518A",764.81917110956,-0.76824248027488,0.489801091798723,-1.56847849696215,0.116769504411083,0.399547552672417
"LOC111090630",35.1388241650915,-0.75719633369573,0.482818405534392,-1.56828390346398,0.116814890770795,0.399650153658816
"ARHGAP44",4876.28057054165,0.424188003379391,0.270497761629106,1.56817565078789,0.116840145272344,0.399683861035767
"LRMDA",46.4373642491033,-0.950761220399635,0.606467053667529,-1.56770465048354,0.116950075870746,0.39974373931057
"ERAL1",1358.93433359443,0.552376384114385,0.352321270805688,1.56782013998533,0.116923113322084,0.39974373931057
"LOC111097633",204.482417783458,-0.568110604257028,0.362342538776222,-1.56788271720944,0.116908505882256,0.39974373931057
"TPGS1",511.378581765863,0.97431099089014,0.62147412643865,1.56774184063529,0.116941392805992,0.39974373931057
"SERPINB9",1739.6533518213,-0.405415391905687,0.258553306486157,-1.56801472553357,0.116877695798405,0.39974373931057
"THOC2",1444.33488680418,-0.578379185020577,0.36890968213696,-1.56780700812794,0.116926178881549,0.39974373931057
"AP4E1",839.135605525812,-0.533074354077539,0.340121793911872,-1.56730431163039,0.117043578058026,0.400010648045012
"MLEC",1642.16188471031,-0.552385855089943,0.352470358741338,-1.56718385359409,0.117071723434266,0.400054151055993
"LOC102157206",26.1431279364944,-1.79749935762571,1.14704966221211,-1.5670632378368,0.117099910986709,0.400057829430292
"LOC119867726",33.9577832168041,-1.16376350893916,0.742647333543138,-1.56704731354369,0.117103632845954,0.400057829430292
"MRPS11",674.089468096335,0.685231152859743,0.437410952529927,1.56656148845029,0.117217225554076,0.400376484878441
"MYH10",15339.3559166122,0.565749277138443,0.361151193661931,1.56651642599313,0.117227766169803,0.400376484878441
"PPP1R3E",705.522978691677,0.536739152617916,0.342662597255779,1.56637799665445,0.117260151003617,0.400387387958986
"MATK",798.898010973461,1.10471375299242,0.70526959451742,1.56637087658418,0.11726181689743,0.400387387958986
"CDK9",2250.03505248632,0.569992577293006,0.363920780066108,1.56625454910671,0.117289036848135,0.400427641916736
"LOC106559750",5.12167489856406,-2.18572016145087,1.39561773406334,-1.56613097419387,0.117317958089453,0.400473692767864
"MDH1",18046.5958158195,0.609590167626479,0.389253264853542,1.56605023687043,0.117336856724882,0.400485523084398
"LOC111095791",24.8326343258737,-2.65434096983075,1.69513855698655,-1.56585487297827,0.117382596527839,0.400567839097284
"OVCA2",334.643612564044,0.725938902295163,0.463617176945218,1.56581537180824,0.117391846486892,0.400567839097284
"FNDC9",1508.46153015488,0.863290031551982,0.551507115192984,1.56532891012639,0.117505807765915,0.400882971823587
"LOC102155893",12.095383619506,-2.70286125543047,1.72676664551991,-1.56527302773831,0.117518904650123,0.400882971823587
"YJEFN3",254.985560771979,1.06958042709002,0.683340443470007,1.56522336312875,0.117530545265274,0.400882971823587
"LOC119864574",12.9427064674082,-1.62315883660302,1.03716569177402,-1.56499472502477,0.117584146168123,0.400960393306542
"SGK2",125.634727945913,-1.34129147225904,0.857034361249566,-1.56503815121651,0.117573964048774,0.400960393306542
"LOC119864149",47.7763599020425,-1.32371768024042,0.846000524438408,-1.5646771390823,0.117658631437024,0.401161672026116
"C1H6orf118",43.8915410076352,1.38990313016441,0.88835609851819,1.56457881302646,0.117681699920927,0.401162905338148
"LOC119870306",19.9274270637805,-1.04892611795915,0.670495900244125,-1.56440347745189,0.117722844578235,0.401162905338148
"LAMA3",288.177958950662,0.997731058771455,0.637748289358918,1.56445901215102,0.11770981145416,0.401162905338148
"LOC119873427",5.84380009588736,-1.94955350843638,1.24624172820471,-1.56434619730222,0.11773628851851,0.401162905338148
"EIF4ENIF1",1840.98846967578,0.256472166201186,0.163943512356105,1.56439350673479,0.117725184669273,0.401162905338148
"NDEL1",2956.1341776585,0.487448882112042,0.311614399103838,1.56426944170064,0.117754305334422,0.401171619197618
"DNAJA4",5270.45477762514,0.541655610417647,0.346360235801174,1.56385044941643,0.117852693389604,0.401454107831482
"EIF4B",7728.51456572965,0.282495070420283,0.18065344862314,1.56374025834179,0.117878579242384,0.401489582798251
"LOC119863933",113.56906527671,-0.880985771780415,0.563573510942328,-1.56321359090734,0.118002364455611,0.401759570099952
"PRKCE",8052.20453024075,0.431252148162614,0.275876831674411,1.56320538243522,0.11800429453957,0.401759570099952
"CD48",102.20214144752,-0.879038522915828,0.562289733875068,-1.5633195307655,0.117977456704736,0.401759570099952
"KDM1B",1738.21766744608,0.640126291528779,0.409540815375254,1.56303417753916,0.118044556132584,0.401843923867317
"LOC102153759",21.703278693286,1.34990925947629,0.863868957482484,1.56263197998252,0.118139181769567,0.402113295766037
"ZC3H18",1237.80419476062,0.452310672005165,0.289498917718685,1.56239158187351,0.118195769005978,0.40217228606244
"PYGO2",1115.59150383737,0.576764495424067,0.369136101037068,1.56247111513525,0.118177045343273,0.40217228606244
"C18H11orf94",722.500769634982,0.8241355128157,0.5274937079365,1.5623608403589,0.118203006774498,0.40217228606244
"LOC119872807",42.9756589102224,-0.938012066170243,0.600473679164213,-1.56212020396272,0.118259674112248,0.402291519838593
"SLC25A28",675.630037444267,0.4945135999972,0.316573723549205,1.56208037247393,0.118269056063531,0.402291519838593
"CHD3",9886.63321662446,0.450760458835542,0.288607488934477,1.56184602312201,0.118324266781136,0.402373833438669
"LOC119866610",58.8152577646245,-0.89051071559282,0.570160679007772,-1.56185922386395,0.118321156261262,0.402373833438669
"EVC2",152.5025488115,-0.511043429461619,0.327288066023914,-1.56144840742308,0.118417987904747,0.402389333534873
"NDC80",17.2165714654473,-1.66345271605173,1.06526718572885,-1.56153567699883,0.118397412799769,0.402389333534873
"GRHL1",195.515554601384,-0.767218818711823,0.491355903976383,-1.56143197324581,0.118421862821034,0.402389333534873
"TEX264",855.51232285132,0.690436066194842,0.442167211263185,1.56148182996745,0.118410107709804,0.402389333534873
"CCKBR",1880.59576673708,0.972721200818717,0.622917067351448,1.56155811391488,0.118392123415021,0.402389333534873
"LOC607191",39.2008772360712,1.48337673868049,0.949930019803405,1.56156422868653,0.118390681921955,0.402389333534873
"LOC119867678",78.2134274074364,-3.48660792540532,2.23334689699641,-1.56115824643919,0.118486417848216,0.402545918438768
"LOC119870351",965.025271455262,1.06687314196033,0.683408942454006,1.56110503636281,0.11849896997895,0.402545918438768
"NCAPH2",1948.56592546945,0.600962825065672,0.385060684957091,1.56069640070536,0.118595400916275,0.402820766201222
"NIPSNAP2",2377.23544241669,0.296329518313642,0.189895538381227,1.56048699637557,0.118644840549798,0.402845271447744
"LOC111098075",26.564689618648,-2.52627703944601,1.61892207088755,-1.56046858886853,0.118649187270717,0.402845271447744
"LOC111091226",10.296855065604,-2.85334086757227,1.82840977774295,-1.56055874471123,0.118627899197904,0.402845271447744
"LOC102153263",117.033860517885,-0.955817992252975,0.612639181750837,-1.56016464621375,0.118720977883579,0.402994388006272
"NCBP2",2225.48407907569,0.351874293590676,0.225538591399797,1.56015115376389,0.118724165561,0.402994388006272
"LOC111097106",351.131826512887,0.73827593629109,0.473272046404869,1.55993987369268,0.118774090579635,0.403058408597036
"LOC119865904",13.7882680452569,-2.17064290005266,1.39144357407719,-1.55999347763148,0.11876142252827,0.403058408597036
"LOC106559652",17.8886549179676,0.926372797239423,0.593977412883437,1.55960946855266,0.118852197584206,0.403270727943272
"SERF1A",459.708762309579,0.564247336194218,0.361803352394038,1.55954148147223,0.118868274565408,0.403272548695562
"PSMC3IP",176.284081867731,0.696628918690189,0.446778708962753,1.55922586442736,0.118942931209921,0.403314917665941
"BBLN",1299.85636982254,0.712043043334192,0.456619090791225,1.55938080052757,0.118906277744341,0.403314917665941
"LOC102154581",22.6374982560025,-2.49356753137134,1.59919544864604,-1.55926377447017,0.118933961955955,0.403314917665941
"LOC100687001",4.02784967013215,2.55665736512988,1.63961363081181,1.55930477588432,0.118924261901693,0.403314917665941
"TGFBR2",1258.79809983429,-0.517163864731442,0.331803830065876,-1.55864344491974,0.119080794291525,0.403729633115375
"LOC102154915",227.380653805409,0.715349800118243,0.459039013326758,1.55836384130827,0.119147023049298,0.40390140406653
"LOC119871854",73.7950641355168,-0.690057258883578,0.442871068538251,-1.558144814384,0.119198923373623,0.404024563942728
"LOC119871560",8.53751217014059,-2.76955099792709,1.77763448388917,-1.55799801535565,0.119233718588681,0.404036954475879
"LOC111093838",11.3737860390377,-2.59615256283838,1.66633105925711,-1.55800526456957,0.11923200014829,0.404036954475879
"LOC111095190",11.9991324860093,-2.06714976228505,1.32696679280029,-1.55780067255696,0.119280506542752,0.404037220308629
"SPR",1214.06772948992,0.471838230682027,0.30288105918507,1.55783340150603,0.119272745849506,0.404037220308629
"GPR1",78.1793679118924,-1.23690567578578,0.793975964196026,-1.55786287187958,0.11926575816872,0.404037220308629
"TREX1",61.3407510796386,-0.881682168059465,0.566103046610377,-1.5574587936572,0.119361596574596,0.404248575728826
"FOXO1",911.824343285,-0.565857174835173,0.363333053714473,-1.55740626692295,0.11937405918343,0.404248575728826
"LOC476372",28.0962846756222,1.54311551865295,0.990985886602199,1.55715186211565,0.119434434257372,0.404384963659297
"BRD1",1426.02452041502,0.697755322366007,0.448130185811087,1.55703709426116,0.119461678670377,0.404384963659297
"LRRC19",33.805753219276,-1.78286480430388,1.14509810523363,-1.55695376331108,0.119481463417526,0.404384963659297
"LOC106557784",54.3985496496824,-1.066089576609,0.684747812979102,-1.55690833384456,0.119492250533314,0.404384963659297
"RHBDD1",405.369059454929,-0.538827662394736,0.346061790139629,-1.55702732213611,0.119463998672146,0.404384963659297
"C6H16orf91",561.804620702359,0.422405331078229,0.27135516427641,1.55665115939329,0.119553330364398,0.404538912890356
"TRMT5",260.015689149897,-0.354924879244036,0.228029282059616,-1.55648816695061,0.119592054301034,0.40455078700798
"LCN2",21.3528810904801,1.89543864634117,1.21785555261238,1.55637394128995,0.119619198023593,0.40455078700798
"POT1",1103.18032594146,-0.652506153521072,0.419230639146594,-1.55643717942311,0.119604169995374,0.40455078700798
"SCRN3",1039.27405722628,-0.529811408938778,0.340408785389181,-1.55639757749806,0.119613580897792,0.40455078700798
"BRINP2",1209.28067042034,1.01228215560992,0.650464782481117,1.55624436998526,0.119649994211078,0.404602208727842
"ASB7",433.695433165273,-0.489986679459873,0.314936276475994,-1.55582800731189,0.119748996308783,0.404831481789073
"LOC111091853",13.1338760270155,-1.91343186179047,1.2298353772245,-1.55584389360202,0.119745217713297,0.404831481789073
"MAP7",1689.53798729876,-0.440268212740219,0.28304563592243,-1.55546723518775,0.119834832044354,0.405068892998696
"SH3TC1",137.509210636353,-0.866722979037233,0.55725095524398,-1.55535485561933,0.119861579491455,0.405106536572447
"LOC119866035",9.81028459942334,-2.4050471171794,1.54650294907309,-1.55515197602494,0.119909878678448,0.405217001133705
"TMEM242",1098.31778900944,-0.330278488619268,0.212386269292569,-1.55508399728185,0.119926065666713,0.405218932819167
"LOC119870592",4.02228255307905,-2.41618014357625,1.55404835329033,-1.55476510010809,0.120002023790742,0.405284767742953
"MIR8898",18.2052858013948,-1.03325729386826,0.664839382004733,-1.55414574081428,0.120149656632054,0.405284767742953
"LOC102157293",5.38709332301454,-2.10591311229595,1.35511271656733,-1.55405014398396,0.120172456120623,0.405284767742953
"PAGR1",463.384165937427,0.596717149870153,0.38393959024401,1.5541954125932,0.120137811434686,0.405284767742953
"LOC111097795",31.5750453051196,-2.55726161378597,1.64517725302666,-1.55439884005285,0.120089309758929,0.405284767742953
"YIPF3",1241.05202766376,0.570784491963677,0.367158250785715,1.55460074979169,0.120041185104896,0.405284767742953
"BEND3",117.140883417395,-0.372921942967256,0.239900983778015,-1.55448275823799,0.120069306246361,0.405284767742953
"OSTM1",1952.29911350234,-0.425305812141287,0.273529264969708,-1.55488229820084,0.119974103997179,0.405284767742953
"SF3B6",583.188233030233,0.633897182070187,0.407923848533394,1.55395960385556,0.120194052727944,0.405284767742953
"LOC119869795",3.91079528043161,-1.91676575463196,1.23347666445227,-1.55395380380635,0.120195436321764,0.405284767742953
"AP5B1",662.938723855225,0.647545800481329,0.416549011740156,1.5545488819579,0.120053546224658,0.405284767742953
"SYN2",4940.59083266868,0.534780272581723,0.344044524166685,1.55439262949184,0.120090790269233,0.405284767742953
"STARD10",1108.53199996628,0.795089639323855,0.511628703727776,1.5540364204173,0.120175729418282,0.405284767742953
"LOC119865608",5.75616635099115,-1.40754295530926,0.905552512673134,-1.55434713681516,0.120101635518642,0.405284767742953
"ATP6V1E1",10923.9695731593,0.471852376689555,0.303550636420778,1.55444370749228,0.12007861441766,0.405284767742953
"LOC111094523",9.26523323491894,-2.82248894008004,1.81616730984916,-1.55409081794037,0.120162755119259,0.405284767742953
"LOC100682988",9.43138913401217,2.18708774920883,1.40757725914298,1.55379588225264,0.120233113085168,0.405359137918684
"LOC481634",27.7539359805539,-1.60067288677754,1.03025234624381,-1.5536707027297,0.120262984857541,0.405407178105118
"LOC100684278",6.55977964295455,-3.55552816149227,2.28882745214901,-1.55342778598445,0.120320969013263,0.405526963669789
"CLUH",2503.08386241848,0.353889423790746,0.227817365036924,1.55339090913192,0.120329773420323,0.405526963669789
"LOC111094052",590.943284323967,0.373806749460338,0.240653053792138,1.55330150010567,0.120351122061104,0.405546243018522
"GJA1",7285.61992154784,-0.503221519478405,0.324087129748947,-1.55273527791191,0.120486390626771,0.405613382782511
"PSAT1",2542.58489511813,-0.425500718779739,0.273965606452842,-1.55311728464347,0.120395117457621,0.405613382782511
"CAR1",31.3161631890622,-2.42633756622204,1.56236750861858,-1.55298772717526,0.120426066657846,0.405613382782511
"LOC100688077",427.53705351339,0.682813340017149,0.439729305395147,1.55280380825099,0.120470012633266,0.405613382782511
"PYGL",724.203138035465,-0.499654108588941,0.321773054271371,-1.55281525894195,0.120467276214634,0.405613382782511
"HID1",2331.68114076657,0.559160042479735,0.360064184118378,1.55294546678906,0.120436163332956,0.405613382782511
"ATP6V0A1",14162.4791800883,0.251038047825227,0.161678950320256,1.55269469110214,0.120496091247414,0.405613382782511
"KLHDC9",348.23900794911,1.03944832111291,0.669338882832485,1.55294776349196,0.120435614597257,0.405613382782511
"LOC111095295",6.55157556177074,-1.49976616133974,0.96599243820522,-1.55256511544361,0.120527065112473,0.405665024600348
"MRPL40",941.495451085974,0.589310928213972,0.37960094376852,1.55244853282908,0.120554938436072,0.40570621870264
"IRS2",626.612120473756,-0.773956409849971,0.498565712325324,-1.55236589824883,0.120574698300003,0.405720101255846
"PNCK",613.983274625963,1.20996908395556,0.779474606308158,1.55228800805502,0.120593325990801,0.405730171069789
"LOC100688107",4.15125232598345,-4.42500468844674,2.85099659123447,-1.55209048725335,0.120640573825344,0.405836516822357
"GNMT",208.473306589198,0.66900499032347,0.431090060012983,1.55189147785806,0.120688192389134,0.405838874238438
"CEP57L1",372.175317934621,-0.717347347082337,0.462225407695134,-1.55194269968706,0.120675934728358,0.405838874238438
"C14H1orf35",772.750199943428,0.756498993257592,0.487457936402288,1.55192671359703,0.120679760181587,0.405838874238438
"LOC100686393",25.2316988443909,0.803950223603929,0.518067534719362,1.55182513808635,0.120704069303634,0.40583967328703
"GOLIM4",1374.71078539768,-0.442795415672383,0.285374580484971,-1.55162879230479,0.120751069776322,0.405945104378229
"CHRM1",1685.7541584143,1.16885457467221,0.753361093310415,1.55151969626681,0.120777190941368,0.405980324472605
"RBM42",1479.85107932088,0.575965390060268,0.371252634597519,1.5514109164092,0.120803240805035,0.406015295802441
"CAPSL",25.6666339312294,-1.63915020685523,1.05682452107565,-1.55101454798464,0.120898197631505,0.406229215141468
"LOC102156451",79.995533906036,-0.846374612111817,0.545678220954249,-1.55105074677844,0.120889523169487,0.406229215141468
"RDH12",11.1730943088118,-1.65961910598348,1.07018563951049,-1.55077684161656,0.120955172261844,0.406315433034931
"OTUB2",49.2925980226403,0.646239270822782,0.416711597074901,1.55080702183248,0.120947937355268,0.406315433034931
"NLRC5",109.444829114036,-1.0540076939241,0.679812630678639,-1.55043852726289,0.12103629733382,0.406452302059279
"CAPN14",4.77393077837737,-2.75878365798266,1.77930152285154,-1.55048687507522,0.121024701309272,0.406452302059279
"LOC111091201",79.6721794346887,-2.29386028414521,1.47951757060842,-1.55041097835824,0.121042905214416,0.406452302059279
"LOC119872889",442.123114798055,0.808110038379891,0.521326774524077,1.55010269541138,0.121116869218434,0.406636014948011
"MCF2",969.24207657999,-0.969370172885343,0.62537899649292,-1.55005233357932,0.121128955512452,0.406636014948011
"PIK3AP1",185.092813124106,-1.18354213693869,0.76362513084093,-1.54989940631646,0.121165662181342,0.406706627034773
"DOLPP1",442.572963621508,0.472871536651542,0.305169358832702,1.54953806129263,0.121252429307984,0.406895444581804
"CPED1",223.227740087238,-0.890752980181868,0.574851967315222,-1.54953454250496,0.121253274487518,0.406895444581804
"IL6ST",5530.10135292764,-0.524165208637897,0.338403102795011,-1.5489373599373,0.121396778863157,0.406949170497718
"LOC119871173",35.586815961741,-1.31592050704332,0.849686444699557,-1.54871307557298,0.121450709224148,0.406949170497718
"NGRN",2329.41807758381,0.502349438079523,0.324338590731512,1.54884263678437,0.121419553260735,0.406949170497718
"STARD5",710.336469959111,0.73925090423732,0.477207195844799,1.549119356695,0.121353030548326,0.406949170497718
"SPAG7",2410.21891548989,0.59739624535905,0.385662908929226,1.54901140744307,0.121378977862292,0.406949170497718
"C5H16orf70",633.20638953394,0.347971047381694,0.22465289814749,1.54892747990833,0.121399154173907,0.406949170497718
"LOC102151577",29.2100889377107,-2.05442850023119,1.32656320869217,-1.54868496787018,0.121457469190938,0.406949170497718
"TIMP2",2014.33096872077,-0.783282567779287,0.505764965300123,-1.54870863250578,0.121451777772388,0.406949170497718
"ADGRB3",3395.84593526886,0.747042804364039,0.482359656610985,1.54872571560543,0.121447669363362,0.406949170497718
"LOC119864469",27.2759860469721,-2.03237604240659,1.31181391384845,-1.54928684697683,0.121312780192096,0.406949170497718
"PROSER1",1007.21996206606,-0.74833891115647,0.483207912026027,-1.5486892754276,0.121456433194438,0.406949170497718
"TMEM47",5406.87799622858,-0.418207108696088,0.270004744770473,-1.54888799843721,0.121408646488979,0.406949170497718
"CD300LF",50.2407306476275,-1.73300935548793,1.11915140348444,-1.54850304444266,0.121501229307509,0.407043235286581
"JMJD4",339.878077389094,0.732903933500084,0.473396542239491,1.54818184778652,0.121578520503853,0.407225528721317
"LOC106560120",6.54363281060887,-2.04856585167504,1.32323772437595,-1.54814650001092,0.121587028768122,0.407225528721317
"LOC480914",193.155389434007,0.942495545051568,0.608850493103176,1.54799175779242,0.121624280940454,0.407297727500941
"SPRYD3",6729.13348951713,0.552101647488832,0.356676452691225,1.54790607376256,0.121644912092808,0.407314254039791
"LOC119865359",5.57111782080615,-3.79350296140402,2.45108724028687,-1.5476817385578,0.121698940882419,0.40733963425241
"LOC102152029",108.495057899717,-0.72555807566121,0.46877765502938,-1.5477659139187,0.121678665927448,0.40733963425241
"LOC106558118",47.6947581820165,0.71829083269267,0.464108383770454,1.54767907198146,0.12169958321229,0.40733963425241
"SYT10",459.910397710619,-1.38742686653145,0.896729603984968,-1.54720760903385,0.121813191757928,0.407667310564642
"FANCE",576.915695819315,0.503646551922082,0.325539151010634,1.5471151483885,0.121835481745287,0.40768932963123
"SEPSECS",1200.63826374205,-0.445953175099438,0.288340743082919,-1.54661866488703,0.121955226244721,0.407794472809738
"LOC119872288",14.3410993930262,-3.12347695039225,2.01940409219552,-1.54673200993486,0.121927880989362,0.407794472809738
"LOC490271",77.8855578624538,1.44355124457796,0.933304982728157,1.54670903005178,0.12193342465333,0.407794472809738
"RPL19",11832.6128179576,0.637310658514743,0.41207368026795,1.54659394431679,0.121961190885409,0.407794472809738
"LOC102152432",17.706235094366,-1.5537791082747,1.00452474457516,-1.54678032240195,0.121916226738738,0.407794472809738
"RRP1",1348.00010046335,0.664064963445293,0.429312935279465,1.54680865372252,0.121909392876603,0.407794472809738
"MVD",763.063212829031,0.664983006022139,0.430075465547551,1.54620074682827,0.122056093217745,0.40784903669849
"NUAK1",6577.60338390101,0.479735118078614,0.310250152026377,1.54628487672047,0.122035782734445,0.40784903669849
"CDC40",985.64854069656,0.439970685261822,0.284524517799413,1.54633663441263,0.122023288800612,0.40784903669849
"NT5DC3",1694.63001878501,0.868427813354347,0.561633504980882,1.54625357221861,0.122043339900857,0.40784903669849
"LOC119868278",6.06499662862003,-1.46656012945829,0.948434715883065,-1.54629528516658,0.12203327013025,0.40784903669849
"GOSR2",1520.19348371437,-0.334782311363542,0.216529923877489,-1.54612492060432,0.122074401308661,0.407857694600201
"LOC119870211",38.6451214728817,-1.21860968530228,0.788228479824876,-1.54601072721075,0.122101977126847,0.407860215527725
"RBM24",24.8836110187389,1.29036856987475,0.834654307246127,1.54599162632039,0.122106590151634,0.407860215527725
"LOC119870765",44.1835842959409,-1.66657790140369,1.07817898405079,-1.5457339885649,0.122168825136003,0.407910578008142
"SLC35B1",1488.80139427532,0.319957182446776,0.206989376386105,1.54576620323716,0.122161042002843,0.407910578008142
"TMEM87B",706.796226126866,-0.601607201100718,0.389200253820628,-1.54575233493548,0.12216439256644,0.407910578008142
"RBM33",1471.61089608634,-0.465926760145381,0.301452483192161,-1.54560597813479,0.122199756557539,0.407961364038098
"WIPI1",389.900615445836,-0.256364273501667,0.165876233534741,-1.54551540048065,0.122221646718513,0.40798195682344
"PHB2",2497.30010363529,0.58606285470753,0.379238125084124,1.54536903318338,0.122257026199646,0.408047566544157
"LOC111098756",4.30406368738964,-2.31103250274234,1.49584316322922,-1.54496979332599,0.122353569998679,0.40831727642306
"LOC102155663",22.5190226058067,1.40257239722263,0.908049882006222,1.54459840259416,0.122443432828498,0.40856462413521
"LOC111096809",10.4870235218617,-2.56054207209552,1.65798514985307,-1.54436972630451,0.122498789686774,0.408667385373817
"TMEM165",795.322723314063,0.323165712854871,0.209257991904627,1.54434107827126,0.122505726043273,0.408667385373817
"LOC102154028",3.89626675815017,-2.13290677019956,1.38119923231609,-1.54424265543716,0.12252955884353,0.408694351155475
"RIPOR1",3173.92019755911,-0.748963334051957,0.48505294477705,-1.54408573768418,0.12256756350861,0.408732342338347
"PRKCH",150.621517051852,-0.498819634578494,0.323055993584545,-1.5440655628881,0.122572450407592,0.408732342338347
"MUL1",959.993838574716,0.50156700402226,0.324955977625611,1.54349216065238,0.122711408102244,0.408881494504845
"MRPL10",666.211288147112,0.507371790383188,0.328712426232267,1.54351265694069,0.122706438933277,0.408881494504845
"HMGB1",7889.77215967921,0.466100972831813,0.301978442500153,1.54349088290161,0.122711717888391,0.408881494504845
"RTN4R",491.673499108284,0.961948942398566,0.623189808858992,1.54358901369041,0.12268792820465,0.408881494504845
"LOC607149",633.701213535675,-0.779548348570181,0.50499216801133,-1.54368403700212,0.122664895295299,0.408881494504845
"FMN1",2454.05686019624,-1.08803686752108,0.704829213912436,-1.54368866392682,0.12266377385111,0.408881494504845
"ZNF32",767.189768229638,0.616784109271221,0.399686020071764,1.54317158543718,0.122789149581051,0.409086972862792
"LOC119870518",23.7290102411492,-1.18767482414744,0.76968154968239,-1.54307300809995,0.122813062929755,0.409114118488723
"TBX20",23.1284850661808,-1.70138325385492,1.10280851605248,-1.54277304635354,0.122885851422288,0.409304048826644
"RBM15B",1017.2141683816,0.22317616851227,0.144667687964791,1.54268151825711,0.122908068269934,0.409325509702874
"LOC111094006",4.93922063890685,-2.05812667148059,1.33425283872225,-1.54253122927703,0.122944555101303,0.40939448285369
"NEDD4L",5880.11205430227,0.574054115796432,0.372244589740112,1.54214226779553,0.123039025604711,0.409617765351398
"COX4I2",83.0132285529191,0.878814144200236,0.56987212102966,1.54212517470125,0.123043178455266,0.409617765351398
"LOC119871186",41.3045083767851,-1.27397320808202,0.826256205893401,-1.54186219600555,0.123107084209786,0.40977794192457
"ALG6",291.410569900174,-0.656276360271697,0.425699377599188,-1.5416427526225,0.123160430400179,0.409902933036378
"SERPINE3",51.4513271795534,-1.70709844308561,1.10739487839204,-1.54154446295106,0.12318433024992,0.409929901254865
"SERTAD2",25.0286936123583,-2.29723085986804,1.49030461654971,-1.54145054263234,0.123207171043328,0.409953338706803
"SATB1",2482.86572638845,0.844909545752778,0.548202916289296,1.54123504389916,0.123259591393494,0.410075179059126
"LOC480822",9.59038044038156,-2.2461037588216,1.45749617223831,-1.54107009102618,0.123299728162444,0.410156126883145
"LENG1",277.969429543067,0.730971366524923,0.474404928409053,1.54081739617732,0.123361234330927,0.41020526340866
"DCAF1",1515.98438699419,0.394156423637581,0.255809404921616,1.5408206893658,0.12336043261166,0.41020526340866
"SLC25A6",10518.7428123118,0.603779678284356,0.391857456077816,1.54081457152229,0.123361921990026,0.41020526340866
"LOC119872567",56.5346662521124,-0.753905719731128,0.48931183409182,-1.54074695767455,0.12337838339874,0.410207437437193
"CSF2RB",150.407111233322,-0.816847472499066,0.530247567252898,-1.54050206534842,0.123438019751682,0.410300578014108
