"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PCED1B",33.3302908080055,-0.502757963298401,0.808478174791838,-0.621857186717313,0.534035779160623,0.791039926321032
"TAF1A",212.341576242773,-0.255237988822565,0.41042812051828,-0.621882312791472,0.534019256153635,0.791039926321032
"BARD1",215.462702854325,-0.262789858951625,0.422642834015408,-0.621777628298897,0.534088098798076,0.791072269623862
"TNFSF15",11.9558734445407,-0.813815848917465,1.30904203473183,-0.62168809505356,0.534146981230439,0.791114329258028
"ALG12",536.444674833013,-0.227181346632879,0.365580397342439,-0.621426499572619,0.53431904088636,0.791126972862629
"ZNF354A",816.52451703277,0.211614518762484,0.340458317067722,0.62155778888019,0.534232684242116,0.791126972862629
"CDO1",1350.18822735647,0.237587164480968,0.382352428301629,0.621382648297294,0.534347886000573,0.791126972862629
"LOC119867932",9.25724334148931,-1.03493973785371,1.66557138878799,-0.621372187839283,0.534354766945208,0.791126972862629
"TM2D2",803.242648077598,-0.18195967547193,0.292831144203969,-0.621380884764044,0.534349046058943,0.791126972862629
"EFR3B",4869.69274437841,-0.298846746747478,0.480963106627948,-0.621350666255267,0.534368924097732,0.791126972862629
"QARS1",1757.0556810361,0.179638517283329,0.288994621028562,0.621598134401175,0.534206148052411,0.791126972862629
"LOC102155886",10.7669429763856,-0.651043428693041,1.0479965596779,-0.621226685031423,0.534450484099815,0.791202582143317
"ATP8A2",3550.67220745952,-0.314023251301344,0.50574089677012,-0.620917258831217,0.534654064917184,0.791458812584194
"PTGS1",1297.0750295874,0.347880872548115,0.560511592252091,0.620648845370632,0.534830693902007,0.791670536223862
"LOC102154580",22.3058502959142,0.398201056230938,0.641631390274185,0.620607193268361,0.534858105629161,0.791670536223862
"SERINC2",6.88482382116571,-1.09205762766953,1.76042246554954,-0.620338384132487,0.535035029052144,0.791842078470579
"PIK3R2",1943.80330044291,0.285572453614551,0.460324444493707,0.620372124553675,0.535012820334756,0.791842078470579
"ARL15",505.83312600982,-0.222692975426442,0.359016077765415,-0.620286915317346,0.535068907899526,0.791847057883815
"CENPP",174.143088927717,0.331034437424298,0.534882589212276,0.618891779431096,0.535987654377212,0.791852131945209
"ZIM2",23.5313965735106,-0.857045448012935,1.3842595767907,-0.619136368917113,0.535826526120765,0.791852131945209
"TENT4B",1457.4275295877,0.169526803112448,0.273920025889719,0.618891600063955,0.535987772547885,0.791852131945209
"LOC119870020",5.17046446801041,0.917641027091926,1.48173516114942,0.619301647927481,0.535717659053214,0.791852131945209
"TUBGCP5",1025.2110820511,-0.284550917607384,0.458896114167632,-0.620076982180415,0.535207105549395,0.791852131945209
"TMEM129",510.313686059265,0.232019764195079,0.374310218064266,0.619859552311883,0.535350257216158,0.791852131945209
"LOC106558584",5.60949640522089,-1.15870362599485,1.87108801222151,-0.619267302460635,0.535740281034506,0.791852131945209
"IPMK",704.148957618475,0.782464083663913,1.26419381177631,0.618943137021433,0.53595381950549,0.791852131945209
"SMTNL2",428.764397727405,0.376911027660611,0.60794122990125,0.619979381431053,0.535271361629114,0.791852131945209
"PAPOLB",106.092039717648,-0.286124180373927,0.462237909408218,-0.618997651534551,0.53591790599955,0.791852131945209
"KCTD13",879.59910539519,0.301788281699436,0.487548925068357,0.61899076417228,0.535922443244144,0.791852131945209
"LOC111097374",5.38241379585392,-0.619885903735998,1.00016355770136,-0.61978453320241,0.53539965284024,0.791852131945209
"N4BP3",452.449768283352,0.219558428233522,0.354081881383483,0.620078122539494,0.535206354809659,0.791852131945209
"MMACHC",255.883831652368,0.207388075120886,0.334947859001277,0.61916525079235,0.535807501213515,0.791852131945209
"LOC102157017",23.7986359280424,0.440120305418147,0.71066449518772,0.619308138226169,0.535713384207872,0.791852131945209
"LOC102155128",60.6933930564108,0.442057153425421,0.713063721722273,0.619940602724416,0.535296892918875,0.791852131945209
"ADAMTS9",264.690427575199,0.448266015324019,0.723558407648991,0.619529827288634,0.535567378679208,0.791852131945209
"LOC476895",184.740311603258,0.253330117613742,0.409191077780774,0.619099807815128,0.5358506099332,0.791852131945209
"LOC102155469",114.810401500325,0.453304104288454,0.731703783000878,0.61951860140637,0.535574771619645,0.791852131945209
"COL6A5",6.298606084133,0.976369126569625,1.57562845149008,0.619669647146996,0.535475302930136,0.791852131945209
"LOC111092166",13.9709759541467,-0.754560499189277,1.21853577915944,-0.619235407030706,0.535761289705654,0.791852131945209
"LOC111092173",330.57769884616,0.34043518275066,0.549273875097168,0.619791324847619,0.535395180851043,0.791852131945209
"OR6C6",7.46114638315712,0.703082177930066,1.13545585279522,0.619206969781562,0.535780020915017,0.791852131945209
"KIF20B",536.33620745305,-0.256767310447475,0.414579498731098,-0.619343964748286,0.535689787322474,0.791852131945209
"IGF2BP2",132.156049592001,-0.289312033255527,0.467174659693426,-0.619280235459223,0.535731762530646,0.791852131945209
"LOC119867640",4.02422816142469,-0.86028084292851,1.38970948376856,-0.619036462639394,0.535892338448719,0.791852131945209
"LOC488356",12.5235492593676,0.774959735714459,1.25138742997373,0.619280421995868,0.535731639666126,0.791852131945209
"CHM",1058.93464040531,-0.175021286373463,0.282756924969891,-0.618981432168636,0.535928590996209,0.791852131945209
"IL1RAPL2",81.0986419967954,0.51595497612316,0.832668167327947,0.619640567957428,0.535494451828828,0.791852131945209
"GPR119",41.5475870235896,-0.538189363888239,0.869164578870031,-0.619203056557964,0.535782598525259,0.791852131945209
"TMEM128",530.667370892781,-0.305526005593961,0.493859487279257,-0.618649663444044,0.536147177190125,0.792018209731926
"LOC111096725",5.39114953952725,0.841997964078165,1.36107241157057,0.618628338154741,0.536161228915636,0.792018209731926
"IFI30",488.776385757881,-0.286955784440268,0.464006563620865,-0.618430442451103,0.536291635805649,0.792165753025762
"CHEK1",43.9161359423081,-0.491535161452109,0.794975093845738,-0.618302592442586,0.536375893327075,0.792200024578122
"LOC119871966",3.95620130351501,-0.737724602956651,1.19309539905085,-0.618328260710366,0.536358976527664,0.792200024578122
"CLCF1",7.59697750853874,0.76546827924125,1.23837986036577,0.618120742867347,0.536495749881643,0.792331950909376
"ORMDL3",1852.70262915151,0.17576052048197,0.284393242428566,0.618019327678355,0.536562598205872,0.792385580664829
"LOC111095316",6.42147045193199,0.800952211399126,1.29612433747295,0.617959394976517,0.53660210511292,0.792398829322271
"ELMO3",72.0191510471123,0.571479638948714,0.925207980191265,0.61767694527513,0.536788312211248,0.792628695907697
"TOPORS",1198.71162930857,0.200412411975978,0.324550105190682,0.617508387058542,0.536899450968407,0.79270259175183
"CC2D1A",1345.34504081988,0.168979333818903,0.273638885721356,0.617526757476176,0.536887337883025,0.79270259175183
"LOC111094009.1",10.656387388115,-1.03964900563996,1.68396503880763,-0.617381585532266,0.536983065102191,0.792780937554864
"TMEM130",10783.9168987878,0.329547895240449,0.53388982219608,0.617258246064517,0.53706440260196,0.792781241214516
"PTPN14",390.796731829861,0.556553657754892,0.901723252242741,0.617211163592208,0.537095453263097,0.792781241214516
"MIR8841-2",14.9002582865421,-0.445990876000818,0.722500352889424,-0.617288108188752,0.537044709144161,0.792781241214516
"P2RX6",196.513092214735,-0.291478206367465,0.472262003504421,-0.617195972160687,0.537105472130728,0.792781241214516
"LOC111096316",4.3729306433799,-1.2465207915441,2.02042641039901,-0.616959264206967,0.537261595007837,0.792966578913285
"BCDIN3D",364.170363403115,-0.16544176525764,0.268193049056084,-0.616875664152814,0.537316739630451,0.793002866030269
"LOC102154925",143.665443052281,-0.223092601525833,0.361697430263956,-0.616793437993262,0.537370980773084,0.793037815688212
"NKX1-2",4.75070119174966,0.899713411285304,1.45881460773042,0.616742803724081,0.537404383441632,0.793042010253645
"BCAT2",224.069377074997,-0.233965326827751,0.379418534780472,-0.616641796276824,0.53747101965673,0.793095243949285
"LOC106557808",5.08804338939977,-0.638462356317998,1.03553634149348,-0.616552341752865,0.537530037690737,0.793137230799717
"ZNF229",261.227500046514,-0.215932510371729,0.350261177377759,-0.61648999180644,0.537571175280059,0.793152831391718
"LOC100688905",5.77137234319631,0.641626641582931,1.0410995702807,0.616297095781087,0.537698455289852,0.793165052739257
"LOC111095891",14.0927277050437,-1.22426766035158,1.9864647226957,-0.616304758078064,0.537693399131195,0.793165052739257
"NFATC2IP",692.048111133771,0.119844189485524,0.194451652610659,0.616318698640644,0.537684200162901,0.793165052739257
"TXNDC15",1869.83436275192,-0.138560778234261,0.224871615850261,-0.616177269462619,0.537777528794831,0.793165052739257
"ACOX2",244.856379438892,-0.241572840348298,0.392095668700434,-0.616106883172081,0.537823979499035,0.793165052739257
"KIAA1143",279.389860623129,0.210525255388179,0.341663718020618,0.616176796903774,0.537777840648434,0.793165052739257
"FAM214A",2326.66769728133,0.301656572000745,0.489485754424636,0.616272423199171,0.53771473627348,0.793165052739257
"MRPL39",784.858638809935,0.246189745882365,0.399582712692349,0.616117109330287,0.537817230726655,0.793165052739257
"LOC102152678",4.92904760597324,-1.59032494422315,2.58163157328437,-0.616015453436654,0.537884320614751,0.793208962888719
"SMAD7",765.149502247693,-0.243391663578942,0.395289338490872,-0.615730402717557,0.538072468079,0.793441331210936
"LOC111097646",6.1886574815377,-0.827701419263558,1.34472399737789,-0.615517697964426,0.538212885171988,0.793527521145726
"MCM5",136.077749223156,0.320036831257106,0.519993244299896,0.615463440660645,0.538248706087037,0.793527521145726
"STON1",501.79667619445,0.350826997701892,0.570027208863579,0.615456582153877,0.538253234189097,0.793527521145726
"LOC111092411",5.32044850312705,-1.85948525480612,3.02122972046353,-0.615472978506523,0.538242409071797,0.793527521145726
"LOC119871193",21.3744824686062,0.40554705043805,0.659132993233493,0.615273479861124,0.53837412848295,0.793615577944362
"SCNN1B",36.2432921079227,0.467805105120403,0.760285110953769,0.615302204897249,0.53835516171933,0.793615577944362
"PRRG2",39.154986598812,-0.322866188777296,0.525584971843456,-0.614298745348184,0.539017931483862,0.793617890610282
"ANKH",2312.43071141069,-0.176125100726117,0.286496874873999,-0.614754003175695,0.538717189944704,0.793617890610282
"HSD11B2",4.46862184308721,-1.10903460453155,1.80520045039783,-0.614355377701763,0.538980515790766,0.793617890610282
"ARHGEF2",5016.86634442198,0.169659968038145,0.275945250689116,0.614831991543446,0.538665679576252,0.793617890610282
"LOC111097090",247.042719433259,0.197809225784852,0.322000498694037,0.614313414380171,0.539008239866992,0.793617890610282
"PYY",4.86076923699548,-1.25649989823904,2.04362193484569,-0.614839700442888,0.538660588076053,0.793617890610282
"LOC106559359",6.08813755284308,0.679378774558734,1.10590476880581,0.61431941856291,0.539004273015651,0.793617890610282
"GARS1",2855.98313068467,0.136849694014985,0.22262158861916,0.614718881775184,0.538740388009154,0.793617890610282
"ZDHHC17",3777.93423269365,0.208384248845112,0.338978990593725,0.614740897304949,0.538725846455335,0.793617890610282
"MYOM2",318.453994277952,0.335297173024703,0.545282359269503,0.614905594000674,0.538617068313765,0.793617890610282
"DNAH12",25.7108195199941,-1.17177901891274,1.90593649740545,-0.614804858665483,0.538683600232018,0.793617890610282
"ADGRE2",4.1612111018486,-1.13405555506816,1.84558710985857,-0.61446872326447,0.538905634895171,0.793617890610282
"LOC111091520",40.8887934628729,-0.317257142660085,0.515971964565722,-0.614872831176226,0.538638706480786,0.793617890610282
"TRMT6",713.65644066485,0.14763062028704,0.24004354330625,0.615016001903835,0.538544152760028,0.793617890610282
"NEURL2",104.67458861521,0.339793344598963,0.552916180368758,0.614547659597054,0.538853489279865,0.793617890610282
"HRK",332.58800248429,0.297592341941194,0.48435772395439,0.614406103636775,0.538947003437718,0.793617890610282
"GNAZ",3288.25514066159,0.189391695503876,0.308059923756976,0.614788490479808,0.538694411195157,0.793617890610282
"DUOXA1",23.949930659061,-0.549461060224711,0.894335651179007,-0.614379019219857,0.538964896768808,0.793617890610282
"VIL1",13.9699645301189,-1.26747728419057,2.06312656277655,-0.614347809319464,0.538985515971471,0.793617890610282
"ERICH1",282.963168585179,-0.139306202755008,0.226668120940323,-0.614582245518703,0.538830642496918,0.793617890610282
"EPRS1",4747.13841643947,-0.202579789667326,0.32939082727143,-0.61501345178745,0.538545836851259,0.793617890610282
"LOC119870874",241.889015321961,-0.352495362070375,0.574002324289585,-0.614100931571386,0.539148632708766,0.793648722871628
"LOC119873248",94.2537751655064,-0.237324509907614,0.38652090633825,-0.614001742249687,0.53921417591021,0.793648722871628
"LOC100687577",7.22771991113004,1.03600496197492,1.68750117708969,0.613928438119158,0.539262617030198,0.793648722871628
"LOC102154381",24.8331302644759,-0.543215212067954,0.884913647554266,-0.613862396143734,0.539306261011474,0.793648722871628
"SEL1L2",36.8154646416737,-0.48147576376889,0.784486214259821,-0.613746621695796,0.539382775073661,0.793648722871628
"CACNA2D4",25.9827559531436,-0.624771865710075,1.01728430614077,-0.614156595101961,0.539111852615186,0.793648722871628
"LOC100687105",12.7973002318392,0.574705838504434,0.93644947267382,0.613707258399635,0.539408791082716,0.793648722871628
"ENTPD7",369.953367974053,-0.344129961803592,0.560355977546091,-0.614127403995233,0.539131140700197,0.793648722871628
"NFKB2",250.428382772911,0.2858247634939,0.465673538722958,0.613787857213732,0.539355522348936,0.793648722871628
"DUSP22",296.395911781628,0.393508661683024,0.641243039164989,0.613665393070685,0.539436461426196,0.793648722871628
"LNPK",1145.49617153577,-0.186803630840088,0.304251370714958,-0.613977943307601,0.539229902580463,0.793648722871628
"LOC100685931",10.4097160042092,0.455975726755395,0.742887746420905,0.613788192027936,0.539355301071664,0.793648722871628
"LOC100683156",10.7668632900473,0.635069733183759,1.03456130226249,0.613854134882986,0.539311720607893,0.793648722871628
"C8H14orf119",675.904231778079,0.192831563045552,0.31458459681639,0.61297204312295,0.539894825393381,0.794278061055516
"LRFN3",590.987318096494,0.188598691985459,0.307791092298009,0.612749025897261,0.540042300389328,0.794323058548804
"HMGCLL1",1297.70554447888,-0.17768928921119,0.289991032990049,-0.612740633319127,0.540047850557863,0.794323058548804
"HRH1",284.335011565698,0.364534560179594,0.594876767389657,0.612790043523108,0.540015175078551,0.794323058548804
"LOC111093003",14.0032429745936,-1.28646606058482,2.09916631185896,-0.612846182466394,0.539978051014895,0.794323058548804
"LOC111096443",45.3172168637006,0.574947393678034,0.93849599548134,0.612626368622012,0.540123418773923,0.794389181431835
"LOC102152234",83.2629353642548,-0.298312738103113,0.487043183482855,-0.612497511965722,0.540208643634029,0.794445248366722
"LOC106559176",28.9844987024886,-0.449255752670086,0.733567278908872,-0.612426106761906,0.540255873415761,0.794445248366722
"FAM171A2",836.422043339616,0.300992908979332,0.491458742615063,0.612447969442442,0.540241412490785,0.794445248366722
"LOC119880300",12.5285533427386,0.47518704036589,0.775963056129565,0.61238358786832,0.540283997810247,0.794445248366722
"LOC477483",10.7528281299179,0.533719500678773,0.87172257826548,0.612258434031556,0.540366785867214,0.794521961202006
"LNX2",415.223182378731,-0.246512538350181,0.402683632955757,-0.612174218606163,0.540422497130282,0.794558855554154
"MEGF8",2879.06014173392,0.134195174745192,0.219353866353677,0.611774832037018,0.540686743536893,0.794780542638069
"CEBPB",251.567263129738,0.27777246289404,0.454053770257892,0.611761163741183,0.54069578804364,0.794780542638069
"LOC119867506",36.419557719291,-0.670140456338442,1.09539088779767,-0.611782025762315,0.540681983376405,0.794780542638069
"LOC102153752",17.7436723950661,0.641609795202693,1.04859967549623,0.611872967535547,0.54062180809552,0.794780542638069
"SNAI3",15.8224937927281,-0.519766955074275,0.849810145493872,-0.611627147346199,0.540784472613905,0.79482324559729
"LOC111092678",32.2872260349946,-0.307801708180513,0.503252586169768,-0.611624692330303,0.54078609727421,0.79482324559729
"C12H6orf141",18.5084552434477,-0.471547281654506,0.771035809671368,-0.611576370046275,0.540818076095971,0.794825229353256
"TNNT1",40.9891086559635,-0.41420090168423,0.677468802680174,-0.61139479787938,0.540938245749678,0.794866788063654
"LOC102151549",37.2633221049494,-0.471922217297898,0.771839624191512,-0.611425226830286,0.540918106068972,0.794866788063654
"ADAM22",6405.8107275559,0.207019184078212,0.338566148882566,0.611458601993957,0.540896016841153,0.794866788063654
"NR3C1",1092.07406851335,-0.282196091743668,0.461739155995295,-0.611159110245663,0.541094250464652,0.794897644945672
"LOC100683282",7.72355357622033,-0.661678582355105,1.08265439444445,-0.611163253712778,0.541091507655709,0.794897644945672
"LOC100684025",10.0071768445009,0.869788481614246,1.42335009727187,0.611085412704413,0.541143036439701,0.794897644945672
"AOC2",84.8159779606335,0.440754346496904,0.721102797262301,0.611222627578547,0.541052205302261,0.794897644945672
"LOC100683763",49.6725676490116,0.637523576856661,1.04321474812541,0.611114421074134,0.541123833344152,0.794897644945672
"LOC111094328",8.82000799523707,-0.6616405564235,1.08259585649459,-0.611161175663347,0.541092883240167,0.794897644945672
"LOC119872585",22.6924780553736,-1.18226920745857,1.93509033549214,-0.610963315652079,0.54122386654606,0.794971378098729
"LOC119872569",618.847749672606,0.285133747714666,0.46681062534187,0.61081246277513,0.541323741773085,0.795073075560989
"BTBD17",283.338401468717,0.344248005980109,0.563679071626197,0.610716315911754,0.541387402569153,0.795121574320534
"LOC106559434",20.1316859836149,0.563169960206964,0.922256213195564,0.610643714999342,0.541435475588721,0.795132412636193
"SCNN1A",111.659803852328,-0.222812794494436,0.364900406890133,-0.610612622751945,0.541456064111528,0.795132412636193
"DCAF13",772.226006764676,-0.177845209320992,0.29133438468178,-0.610450460611608,0.541563450234613,0.795245107151891
"LOC111096475",18.4029156296092,-1.05262702204719,1.72464025547745,-0.610345849636786,0.541632730781711,0.795301836914242
"RNPEP",776.229307960002,-0.239475409809979,0.392435223367583,-0.610229142417395,0.541710027510266,0.795370330083253
"RAC1",3095.11862965339,0.111629221237684,0.182979146816518,0.610065262516609,0.541818576619429,0.795447039356096
"PHF21A",1191.31050078139,-0.219003664614119,0.359002696154483,-0.610033481530955,0.541839628643369,0.795447039356096
"LOC102154227",5.21277171868691,-1.29683061053754,2.12591196351112,-0.610011436407611,0.541854231780258,0.795447039356096
"DRC3",69.7025345019895,0.217233934017181,0.356344501482492,0.609617752240957,0.54211504922155,0.79567759301352
"HELT",16.9864447330032,0.813498193721978,1.33450218755569,0.60958925456091,0.542133931486399,0.79567759301352
"LOC119866042",4.01009097440409,0.8172050933908,1.34049870828905,0.609627661957126,0.542108483224092,0.79567759301352
"LOC102155817",6.09847221069775,-0.688695863428697,1.12959776050538,-0.609682390942929,0.542072221509302,0.79567759301352
"LOC106560015",7.23332257313639,-1.57819046242276,2.59159040979896,-0.608966006532333,0.542546971131321,0.795693820966332
"LOC111092647",15.5964353222621,-0.453426783261726,0.744129429443731,-0.60933859799186,0.542300028038498,0.795693820966332
"LOC119870356",6.70620898899963,-0.63124772963107,1.03705340819893,-0.608693558731341,0.542727577306516,0.795693820966332
"HSF4.1",216.890507493474,0.428737301964782,0.704213149697404,0.608817518032727,0.542645400731062,0.795693820966332
"TRRAP",3015.36565668905,0.213116629215161,0.349825161770209,0.609208977812615,0.542385930273599,0.795693820966332
"RABEPK",254.890966833018,0.230840739846448,0.378928101322614,0.609194037182041,0.542395832204661,0.795693820966332
"LOC111097691",68.0306121813254,-0.322174138241682,0.529092977772944,-0.608917811757352,0.542578917359987,0.795693820966332
"GDF9",35.2705536597165,0.248500155333107,0.408137611884745,0.608863648183648,0.542614821165657,0.795693820966332
"LOC119874162",18.1716935991907,-0.507258402559836,0.833327638028857,-0.608714243247348,0.542713864449937,0.795693820966332
"PAWR",665.996653993933,-0.260494021164346,0.427535183502602,-0.60929259442518,0.542330514869788,0.795693820966332
"PLXNC1",1531.04452488641,-0.282997161801662,0.464875425000552,-0.608759135420691,0.54268410365458,0.795693820966332
"NEIL3",20.0513453177776,-0.849389400250555,1.39360247301352,-0.609491886458724,0.54219844904787,0.795693820966332
"ZC3H8",852.795512185269,-0.178493644493922,0.293199038037101,-0.608779775298361,0.542670420937133,0.795693820966332
"LOC119865393",21.7901170241855,0.389415115473828,0.639569527824034,0.608870652106753,0.54261017835708,0.795693820966332
"CLTCL1",1316.70391780633,0.177800856526417,0.292060318637698,0.608781286536153,0.542669419104632,0.795693820966332
"KCNA1",940.221402202623,-0.420143831570432,0.689918435038378,-0.608976090843348,0.542540286796987,0.795693820966332
"C29H8orf34",96.1841929463017,0.549705455847839,0.902891017163185,0.608828136949432,0.542638361400781,0.795693820966332
"PCBP3",1267.17863174495,0.298094662490765,0.489714224385078,0.608711464048394,0.54271570691746,0.795693820966332
"OSTN",10.9317497619661,0.965489775207638,1.58552596425081,0.608939744272085,0.542564379129781,0.795693820966332
"C5H16orf46",216.432612662332,-0.15054161672381,0.247437954692738,-0.608401475475937,0.542921233131933,0.795812656683029
"IFT140",1080.26870259105,0.14943178198057,0.245610215934571,0.608410287055722,0.542915390411417,0.795812656683029
"ZNF501",96.1824091386097,0.197574726107021,0.324717324707708,0.608451447069746,0.542888098732913,0.795812656683029
"ABCB9",942.753235960902,0.162170931796158,0.266579413664596,0.608340042341748,0.542961968654066,0.795812656683029
"C32H4orf17",6.3514894867515,0.879315836229832,1.44533883538611,0.608380412053986,0.542935199844944,0.795812656683029
"LOC119870732",14.0306828192756,-0.90824082840115,1.49398323992442,-0.607932407894413,0.543232304380879,0.795941455670481
"SLC22A31",6.44324382675665,0.904648049129918,1.48858266885439,0.607724426770422,0.543370259482177,0.795941455670481
"LOC111096349",32.8186831252304,0.432855515563571,0.712170266300546,0.607797792250006,0.543321593737703,0.795941455670481
"LOC102157224",163.734651814798,-0.209557596513203,0.344733698358526,-0.607882540961404,0.543265379820995,0.795941455670481
"ARHGEF5",31.8725732281173,-0.565646020644286,0.930870740363277,-0.607652594627198,0.543417910216335,0.795941455670481
"H2BE1",26.5909822496035,0.553666674888976,0.910512747217778,0.608082288337858,0.54313289861571,0.795941455670481
"STARD3NL",1316.9625667131,0.133619917263814,0.219880181828766,0.60769422761289,0.543390292210692,0.795941455670481
"LOC100686571",584.366362896862,-0.217588993031681,0.358051637801383,-0.60770282847409,0.543384586758546,0.795941455670481
"LOC119866124",93.9691304968856,-0.197141397543303,0.324332184424489,-0.607837911285679,0.543294982374741,0.795941455670481
"TMEM132B",4968.24544351656,0.361089913232852,0.593760537573657,0.608140639841796,0.543094200380248,0.795941455670481
"FOXQ1",146.429283689457,-0.344072364360966,0.566169592035962,-0.607719611227569,0.543373453866605,0.795941455670481
"H2AC1",33.7774596055309,0.599763682334767,0.987016054253806,0.607653421390592,0.543417361760855,0.795941455670481
"GLB1L3",54.289694847479,-0.653214941216068,1.07518135834512,-0.607539310597303,0.543493062795073,0.795961678397886
"TRIP4",408.254523828157,0.266433719911147,0.438542205471259,0.607544078054782,0.543489899961483,0.795961678397886
"ICAM3",212.230387011256,0.352674983993751,0.580719245389916,0.6073072087648,0.543647055209819,0.796142273289775
"ERN1",358.923744308136,-0.200742631079781,0.33062461170626,-0.607161790054908,0.543743547104681,0.796148792380887
"TMEM8B",864.493382392178,-0.244432461161516,0.402576925583314,-0.607169575870115,0.543738380648067,0.796148792380887
"CDCP1",27.4391359273108,-0.570106150690777,0.938959211693974,-0.607168174709368,0.54373931041868,0.796148792380887
"CNIH3",963.462939617877,0.452729188446311,0.746020008002128,0.606859311533397,0.543944282582833,0.796307923358703
"C16H8orf48",62.7686928764208,-0.285840513548847,0.471016117410798,-0.606859304773113,0.543944287069609,0.796307923358703
"SERPING1",1944.5541224027,0.340769103857244,0.561499227018777,0.606891492382853,0.543922924477494,0.796307923358703
"WDR11",2119.30545603761,-0.174824207787069,0.288173830460294,-0.606662331231902,0.544075025513049,0.796454386645435
"LOC119871970",25.4324037652166,0.64773434287027,1.06827874775923,0.606334577214915,0.544292602300911,0.79658516671067
"MEF2D",2860.00635980963,0.228926064260925,0.377581010571735,0.606296550544967,0.544317848790505,0.79658516671067
"DDX54",946.328378433477,0.208398761408353,0.343683813320391,0.60636769417499,0.544270615917242,0.79658516671067
"LOC102151425",39.1122272695807,-0.344415661604126,0.56798503096076,-0.606381581960952,0.544261395933331,0.79658516671067
"LOC119870507",43.9566327983023,0.45798458236252,0.755280042910783,0.606377179777566,0.544264318497329,0.79658516671067
"MSRB1",799.509871312206,0.271675958259605,0.44847955271675,0.605771114009269,0.544666753745831,0.796691407457545
"LOC100685921",28.1458855976361,0.415686566696005,0.68616555361151,0.605810892878712,0.544640335546792,0.796691407457545
"IMPA2",61.8759609903637,-0.385542200788298,0.636386320400982,-0.605830434169879,0.544627357891801,0.796691407457545
"TRAPPC11",1708.38581820006,-0.174811010386057,0.288554358523867,-0.605816565309646,0.544636568387281,0.796691407457545
"FRAT1",73.4747869900412,0.296026763159573,0.488407661498378,0.606105895741679,0.544444436214113,0.796691407457545
"ZNF280D",2040.00098886428,-0.259743340645553,0.428696256812223,-0.605891319362102,0.544586924137348,0.796691407457545
"GPR156",160.244784238336,-0.197010594900205,0.325179099244132,-0.60585257588249,0.544612653444864,0.796691407457545
"CARF",683.262985746075,-0.355668210962501,0.586822875714681,-0.606091251179224,0.544454160242834,0.796691407457545
"LOC111094737",45.3962089209987,0.480161794364666,0.792312675064064,0.606025637953907,0.544497728659924,0.796691407457545
"TBX19",5.78442258461463,0.753049878099312,1.24398144677977,0.60535458953081,0.544943416892939,0.79672089113635
"LOC102154904",4.17500852867438,-0.830835983112674,1.37266515223873,-0.605272146493729,0.544998185332393,0.79672089113635
"UNC13D",39.1929495802565,-0.749020361330633,1.23724185633392,-0.605395264875744,0.54491639651339,0.79672089113635
"SLURP2",28.7057400570886,-0.652575306114187,1.07742830488073,-0.605678636024351,0.54472817328121,0.79672089113635
"LOC475156",12.0875471660879,-0.662571594478364,1.09412105675951,-0.605574301294157,0.544797471640297,0.79672089113635
"ABCB5",12.4290015051861,-1.38981951590661,2.2953337882543,-0.605497781202283,0.54484829850481,0.79672089113635
"EPS15",10192.7282488194,-0.143839738036684,0.237660365912004,-0.605232334321754,0.545024634275625,0.79672089113635
"RASA2",1043.62712905965,-0.265340425663992,0.438264046591339,-0.605435074420809,0.544889951923595,0.79672089113635
"CKAP2",434.37236024914,-0.169753484641152,0.280466372003029,-0.605254324890398,0.545010024913469,0.79672089113635
"UBE2L3",2384.70193399416,0.152376599336446,0.251713507804124,0.605357259790049,0.54494164303587,0.79672089113635
"TNKS2",2583.59641006099,-0.213172575653989,0.35209440734571,-0.605441527063739,0.544885665637341,0.79672089113635
"SLC39A12",855.329915479561,-0.479980082298599,0.793123210880066,-0.605177197835382,0.545061264874445,0.796729556891333
"ZNF579",462.598075831172,0.304763357158996,0.503920302454342,0.6047848353691,0.545321970969308,0.796796460960222
"LOC474947",13.0814788555441,-0.495697015598745,0.819478203573856,-0.604893471768917,0.545249781082021,0.796796460960222
"LOC100688163",8.31989798001571,-0.704877756834248,1.16539908776997,-0.604838088712646,0.545286583039816,0.796796460960222
"GABRA2",2672.59750158239,0.40842853328362,0.675313920649843,0.60479803657919,0.545313198390555,0.796796460960222
"MAML3",70.2621230625541,-0.480685835060021,0.794598150607422,-0.604942051139392,0.545217501178222,0.796796460960222
"KIAA1755",157.909560052338,0.400492178557556,0.662118526528117,0.604864782530065,0.545268844884288,0.796796460960222
"LOC102153399",9.76067909151513,0.459519438893512,0.759637897182893,0.604919054983478,0.545232781490615,0.796796460960222
"LOC119871906",20.3421039978024,0.505451286054021,0.835955618529775,0.604638900499259,0.545418953498453,0.796870512485945
"LOC106559318",38.9799471469379,-0.439557491261465,0.727058114282407,-0.604569954762558,0.54546477507853,0.796870512485945
"LOC102152753",19.2849683302585,-0.53506908106686,0.88497500760609,-0.604614906034752,0.545434900087595,0.796870512485945
"EPG5",2741.73033104562,-0.234763077286378,0.388572773897383,-0.604167592422149,0.545732224605091,0.796988689665722
"ACAA2",1690.64322402239,0.207142271064581,0.342978685511669,0.603950857049785,0.545876315166387,0.796988689665722
