"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC119867567",90.4807512403926,-6.05903348181385,1.14309560884761,-5.30054829615008,1.15455417915556e-07,0.000152087772657048
"LOC119870747",16.1612466178713,-7.08247245958856,1.33940838419053,-5.28776177839803,1.23822087080274e-07,0.000152606326271358
"LOC119865803",64.9558140217722,-7.18118636231718,1.35922549812499,-5.28329285480842,1.26882315881908e-07,0.000152606326271358
"LOC119870489",37.0233436886884,-5.51506012808893,1.04561500105183,-5.27446538404776,1.33143645694791e-07,0.000153464694618959
"LOC119873139",58.8783751454716,-7.0219606564223,1.35902983201316,-5.16689221311686,2.38018431482366e-07,0.00022869460945286
"IFGGB1",72.8454975687912,-2.62346927734168,0.506620753594073,-5.1783691424606,2.23833994586411e-07,0.00022869460945286
"TRNAD-GUC.1",46.8245810762304,-7.8102042223416,1.50934646044299,-5.17456026633496,2.28448365502797e-07,0.00022869460945286
"LOC119865044",70.183117167906,-6.07651744332752,1.17135786175933,-5.18758412070661,2.13039701676742e-07,0.00022869460945286
"C37H2orf88",595.687913636149,-1.52163818755517,0.294574944990712,-5.16553839160743,2.39747810220617e-07,0.00022869460945286
"SCN7A",1071.33351335852,-2.85480367001184,0.555803901841418,-5.13635053757931,2.80124940739481e-07,0.000258303207855876
"LOC119874890",300.608842359618,-8.74621337757764,1.7063214644034,-5.12577117503216,2.96322324535941e-07,0.000264424660117346
"LOC119869668",32.5822974771734,-5.75354495625923,1.1247854867353,-5.11523754894717,3.13346356000023e-07,0.000270878132688395
"TLR7",190.540344940603,-2.64191525235225,0.518160020104363,-5.09864742521074,3.42089049384001e-07,0.000286763920397261
"LOC119864844",181.503714339392,-5.42715987701088,1.06626366932605,-5.08988539433329,3.58279985835248e-07,0.000291502919063543
"LOC111091795",134.996646330715,-1.90142684278117,0.37838299443384,-5.02513820851332,5.03070109412451e-07,0.000391798994921061
"LOC119870511",22.1900100013413,-5.13261331697702,1.02191223416984,-5.02255785316686,5.09878314613678e-07,0.000391798994921061
"IYD",31.1230358223171,-7.09933769061447,1.42011612966631,-4.99912474924329,5.7591135111235e-07,0.000430579343400566
"LOC111092844",19.4136417383611,-8.31009019617133,1.66738253905711,-4.98391341009881,6.23109729913646e-07,0.000444009412487919
"LOC119866957",261.943556076233,-7.67530820414609,1.54029065678273,-4.98302587914013,6.25975746919309e-07,0.000444009412487919
"CREB3L2",1080.60584719459,-1.47544276817081,0.297566010807596,-4.95837130109872,7.10866055133549e-07,0.000479626528857545
"LOC119867267",45.7858010713585,-4.43462282503859,0.893586424656266,-4.96272403281467,6.95113148571088e-07,0.000479626528857545
"LOC119874884",839.38706108112,-5.91533880801281,1.19847324179505,-4.9357287269534,7.98520349273942e-07,0.000525939724332501
"LOC119871741",11.9616736379438,-6.76454426442584,1.37987721989575,-4.90227983105403,9.47307611569897e-07,0.000595576601337683
"RASGRP3",617.933607121388,-2.28120152764702,0.465005733380313,-4.90574924972227,9.30713655973421e-07,0.000595576601337683
"LOC111093396",103.152672324443,-2.65936835128527,0.543797719589872,-4.89036319109786,1.00650093200768e-06,0.000618729672936186
"LOC111092741",16.1948455119891,-6.51789977453059,1.33460239322647,-4.88377647725719,1.04073048367858e-06,0.000625863638478274
"TRNAV-CAC",36.5939282312832,-8.07093616341257,1.65695490322121,-4.87094497727262,1.11065768979908e-06,0.000653704758998126
"LOC119874872",811.749378470655,-5.92148386527625,1.21928518025431,-4.85652082152035,1.19466224495233e-06,0.000660958833642326
"LOC119874885",807.599616312763,-5.80102767461532,1.19392259709827,-4.85879711860236,1.18101075342497e-06,0.000660958833642326
"LOC119872433",20.0791975793089,-5.73923787900673,1.18152159777328,-4.8574972220762,1.18878804770115e-06,0.000660958833642326
"LOC119866269",21.2046825537024,-5.44107327741965,1.12383091652002,-4.84154083807208,1.28836190587186e-06,0.000698822654943789
"LOC119873463",5092.086578161,-6.82301751059474,1.41478928364543,-4.82263867097873,1.4167147120168e-06,0.000725751464417052
"LOC119864815",254.03055637061,-5.12313928249522,1.06222636309592,-4.82302027184068,1.41400593511678e-06,0.000725751464417052
"LOC119865795",159.173243195215,-5.02875765890864,1.04188851038103,-4.82657943609491,1.38898006971164e-06,0.000725751464417052
"LOC119864313",59.6864221559028,-5.78962774697163,1.2020993148876,-4.81626407674394,1.46270919737207e-06,0.00073568953685279
"LOC119866156",10.7573284485364,-3.77567617760142,0.784797918330254,-4.81101706492111,1.50164193977936e-06,0.000738039598062587
"LOC119870487",18.2854192321325,-7.46642162357278,1.55275783520774,-4.8084907087742,1.52074095685817e-06,0.000738039598062587
"LOC111093520",17.0791285060222,-7.14708942524986,1.49950446012669,-4.76630087825548,1.87638990752505e-06,0.000887708097656855
"TRNAE-UUC.5",216.763747796151,-11.4373008244785,2.40052971698112,-4.76449041374998,1.89331517773757e-06,0.000887708097656855
"LOC475044",46.3814789440854,-3.55108144914496,0.749143153025596,-4.74019075633684,2.13517103496035e-06,0.000984420605668467
"LOC119872769",86.3655395760898,-5.20039857044848,1.10005136697216,-4.72741430680852,2.27396980762936e-06,0.00100034437018969
"CD80",161.422725331444,-1.28007580232312,0.270585348243051,-4.73076539670324,2.23674894514799e-06,0.00100034437018969
"LOC119867996",18.2895823610505,-4.03699898999213,0.85402309154691,-4.72703727797317,2.27819453139393e-06,0.00100034437018969
"LOC119873060",2050.55033291968,-6.35080126235153,1.34838580568874,-4.7099288909435,2.47803232832101e-06,0.00107109075466163
"TRNAG-CCC.1",272.313650057568,-11.7485165397588,2.49935452240433,-4.70062027393257,2.59372434253553e-06,0.0011038491767317
"TRNAG-GCC.3",78.598161851864,-9.26100106186076,1.97849589621554,-4.68082904775046,2.8571712212272e-06,0.00117967055959415
"LOC102154452",11.0905792545748,-7.45721114420661,1.5925023896947,-4.68270012808975,2.83120546987331e-06,0.00117967055959415
"LOC119869840",110.864063824979,-8.70569176894494,1.86675604997555,-4.66354013908726,3.10815525980181e-06,0.00125076242981718
"OR52H9",6.56404494974625,-5.4952848323943,1.17854463993101,-4.66277190206047,3.11978482656926e-06,0.00125076242981718
"TRNAL-AAG.3",20.2989669473047,-6.06944731502697,1.31171068884084,-4.62712347064166,3.70779486684065e-06,0.00146526756287733
"LOC100686105",18.8800433997457,-4.26140182565877,0.922180190857433,-4.62100776822865,3.81880474301048e-06,0.0014878816282521
"VSNL1",22352.8997972203,1.5446860739521,0.334985301593657,4.61120552634226,4.0034047467392e-06,0.00153814146540342
"LOC119869939",68.7505001861473,-2.15667469292599,0.46857096061798,-4.60266400222847,4.17120867114869e-06,0.00158065952698611
"LOC119869429",36.3581579339372,-4.42474613945955,0.962002994988752,-4.59951389185777,4.23477953730976e-06,0.0015830635991973
"LOC119865407",28.3435231256469,-3.86796901670952,0.842724340565058,-4.58983896693431,4.4358809605285e-06,0.00163613033348133
"LOC119869445",18.066124576966,-7.08297807798083,1.547022130281,-4.57845944110334,4.68412964160777e-06,0.00170496155626047
"LOC119873132",18.0916531781292,-5.7869820969254,1.26773099942089,-4.56483441642504,4.99888744265249e-06,0.00179589900423501
"TRNAG-UCC",46.1057135100432,-7.76055475173888,1.70214247061165,-4.55928624408872,5.13277709257977e-06,0.00180116992346279
"LOC119872406",53.9505888492453,-4.21122832219593,0.923750695846226,-4.55883642754729,5.14378136693635e-06,0.00180116992346279
"LOC119873138",63.568964047664,-6.71606612826439,1.47558482824632,-4.55146054615255,5.32747889038763e-06,0.00184217560680991
"LOC106559691",80.753043249705,-3.55176808001759,0.780825970069952,-4.54873200452003,5.39701210356856e-06,0.00184317957803725
"LOC119872736",43.4392437161731,-4.99236647682457,1.10053469060509,-4.53630995864354,5.72470267840691e-06,0.00193124939259476
"LOC119864033",92.760666435418,-4.18218693999628,0.924439946746372,-4.52402230638752,6.06753254254505e-06,0.00202224280390872
"WIPF1",1383.38150654105,-1.43720605468021,0.318057527880124,-4.51869843879908,6.22209409067186e-06,0.0020490689146459
"TRNAD-GUC.4",76.7016631169638,-8.47711371573707,1.87752145534595,-4.51505557584964,6.33001632128958e-06,0.00206008519406863
"LOC119864812",249.838896009346,-4.63934398755688,1.02928176559746,-4.50736051353627,6.56390535836743e-06,0.00211136411544789
"LOC119872417",8.89649333068738,-5.58796871541762,1.24082798632248,-4.50341931114805,6.68687634122641e-06,0.0021261960945672
"CD180",332.478027615406,-1.37737387781165,0.306438837827738,-4.49477581750238,6.96432794420288e-06,0.00215940330883741
"LOC111092216",69.9235480290795,-2.99807764154211,0.667290145320587,-4.49291460778541,7.0254960703961e-06,0.00215940330883741
"C3AR1",544.572133592705,-1.69560083902293,0.377266535292982,-4.49443743454782,6.97541078360685e-06,0.00215940330883741
"LOC102156220",70.3485990574611,-3.40876740926665,0.761083557190166,-4.47883465233625,7.50516385442974e-06,0.00228148733741857
"LOC106559248",162.649385623391,-3.15961132449256,0.707144346907302,-4.46812781338228,7.89071564710888e-06,0.00237261811897797
"LOC119873492",48.5272136188344,-5.69409882876487,1.2757556384627,-4.46331464827097,8.07014101242703e-06,0.00239749825803198
"LOC100856782",647.225978982272,1.91175170758377,0.428519989955007,4.46128944366049,8.14679666901659e-06,0.00239749825803198
"LOC111096455",132.017027718551,-4.55378542880846,1.02168423210855,-4.4571358602749,8.30619646248547e-06,0.0024186769762288
"LOC100688849",64.7534125627847,-3.01604060247207,0.678860939467871,-4.44279590579509,8.87973881220872e-06,0.00248121429052656
"LOC119872425",353.088139223393,-5.7155993262559,1.28467232445488,-4.44907173405573,8.62422110621074e-06,0.00248121429052656
"TLR2",431.24795501824,-2.07452846132505,0.466897655124849,-4.44321884797284,8.86229400078931e-06,0.00248121429052656
"ELF1",537.067145871448,-1.36781896672108,0.307713888555486,-4.445099872294,8.7851045931655e-06,0.00248121429052656
"CD44",855.347648756973,-2.40143079773914,0.542842917973439,-4.42380423181028,9.6977904404536e-06,0.00260456288305115
"LOC119864527",26.7796025611021,-4.9544653062702,1.11973820994315,-4.42466396366141,9.65925180092224e-06,0.00260456288305115
"LOC119867493",2499.32000730482,-1.6182609836555,0.365291491619422,-4.430053863235,9.42095546691121e-06,0.00260456288305115
"TRNAG-GCC.7",60.4928000696117,-9.70865550419062,2.19319138548442,-4.42672516792065,9.56745047834941e-06,0.00260456288305115
"LOC119863924.1",9.51471250991479,-7.32040795564838,1.65666521763191,-4.41876118224561,9.9268264970698e-06,0.00261479436461335
"LOC100688281",362.277203183701,0.972411158286601,0.220073341275127,4.41857770074446,9.93525617011836e-06,0.00261479436461335
"LOC610388",395.44278545492,2.29137737298667,0.518792269271641,4.41675311816742,1.00194556862602e-05,0.00261479436461335
"LOC106558211",59.9415465961764,-3.78264239049752,0.857774669945868,-4.40983223570385,1.03450731408638e-05,0.00267453979715623
"LOC111096201",33.0074231553165,-3.72682611399381,0.845900450395375,-4.40575024194855,1.05418372767972e-05,0.00270017448692631
"TRNAP-UGG",22.8695024511841,-8.28033292798445,1.88631655275645,-4.38968364874097,1.13515677531346e-05,0.00288090292435745
"TRNAG-GCC.6",59.1978192880452,-9.67736923069838,2.21009616855681,-4.3787095640357,1.19384107115058e-05,0.00300229323193076
"LOC119877776",1100941.78766331,-5.0143609915038,1.14644914719544,-4.37381893804049,1.2209165401588e-05,0.00304272200454171
"LOC102154711",69.0525035455558,-2.61728127670353,0.599381795419516,-4.36663458367409,1.26175554893461e-05,0.00306174945177002
"LOC111096290",54.7816576061919,-2.30725947179514,0.528274364610114,-4.36754010105711,1.25653730989041e-05,0.00306174945177002
"TRNAP-UGG.4",33.9109599213583,-6.76764989998384,1.54965284501025,-4.36720386877299,1.25847251270376e-05,0.00306174945177002
"LOC119872771",61.0405239901339,-5.75167987005144,1.31863231894627,-4.36185264642056,1.28965720065951e-05,0.00310224236016034
"LOC119869546",29.7404742791485,-4.08230367998067,0.936934511575975,-4.35708539875857,1.31805850895312e-05,0.00314244555631049
"TRNAR-ACG.4",9.66634347161893,-6.68008813757328,1.5337977375985,-4.35526013229909,1.32908986765111e-05,0.00314244555631049
"LOC119871701",67.2352464930356,-4.65747483316565,1.07039107942089,-4.35118988069804,1.35400729222335e-05,0.00314430544404976
"TRNAL-CAA",32.9903977912763,-6.49075830551407,1.4917995798981,-4.35095866293074,1.3554360640259e-05,0.00314430544404976
"TRNAE-UUC.4",230.885039426488,-13.0637966002225,3.0034605912198,-4.34958149223357,1.36397590024933e-05,0.00314430544404976
"LOC102156058",347.488905045748,-1.48915070560755,0.342766610820801,-4.3445033985124,1.39591082625833e-05,0.00319132902370116
"LOC111092486",26.5615672131341,-4.32616781480868,0.998571314349508,-4.33235739164693,1.47521216219941e-05,0.00334498311827232
"LOC111095840",25.3041354079088,-4.21664646985427,0.975548862039525,-4.32233241607065,1.54388343219443e-05,0.00345029246902208
"LOC119872054",39.5225205073285,-3.64692566053035,0.843815943828541,-4.32194447995805,1.5466011139744e-05,0.00345029246902208
"CPM",287.001697018957,-1.58610507628012,0.367783737443877,-4.31260252914843,1.61344020417188e-05,0.00356619775359234
"LOC102156105",38.2214569048361,-6.30061891680002,1.46148268709522,-4.31111430360005,1.624339070067e-05,0.00356619775359234
"IL7R",156.871354367033,-1.97176192949257,0.457820583076911,-4.30684421447545,1.6560015072279e-05,0.00357890388237854
"SATL1",7.64215750483387,-6.91741465758123,1.60611046134613,-4.30693580800384,1.65531621596278e-05,0.00357890388237854
"LOC111096404",278.423836170754,-2.93483379275479,0.682904879999723,-4.29757332054206,1.72678150781719e-05,0.0036192342424853
"LOC102151248",49.3364794613228,-4.98212110951345,1.15845554273252,-4.30065801037286,1.70291695046435e-05,0.0036192342424853
"LOC119874235",40.4675998222629,-3.94140435465529,0.916304105271446,-4.30141514370678,1.69710764626024e-05,0.0036192342424853
"LOC119869452",1441.80081867566,-6.23478877435376,1.45077891061935,-4.29754577263055,1.72699605974789e-05,0.0036192342424853
"LOC119873505",13.8741740978393,-7.27556654179825,1.69942924199792,-4.28118238876764,1.85902910739424e-05,0.00386664076675541
"TRNAG-GCC.2",108.594374444578,-8.09971479270929,1.89381947936748,-4.2769202032997,1.89496689305011e-05,0.00391197531063025
"NPY5R",59.3864699273774,1.82802277099748,0.428059560473978,4.27048695974309,1.95046625835045e-05,0.00399672208183321
"LOC119872768",52.7788696437997,-4.20817937558104,0.986426437786664,-4.26608535049336,1.98932701338948e-05,0.00404637890966127
"TRNAD-GUC.9",69.6827193714022,-9.0826285710876,2.13305453500485,-4.25803861178212,2.0622833502298e-05,0.00416415651951877
"LOC119865961",25.6987014295173,-3.46178338826063,0.813343947982138,-4.25623550387155,2.07897719809731e-05,0.00416744537905551
"LOC119865043",64.3702854291251,-4.43824655965478,1.04607005401604,-4.24278139175822,2.20766464008119e-05,0.00439357028335007
"TRNAP-CGG",21.1239336354764,-5.41171885294926,1.2762026643709,-4.24048546836169,2.23036874816058e-05,0.00440343127708533
"LOC119865457",36.7568327130455,-3.73954668812252,0.882491992521621,-4.23748512146516,2.26037393394107e-05,0.00440343127708533
"LOC119868565",27.2735619885346,-6.62686853908365,1.56351081821106,-4.2384539089189,2.25064375844536e-05,0.00440343127708533
"ABI3BP",815.66132632339,-1.66622336484352,0.395482727817048,-4.21313814143186,2.51846924782253e-05,0.00487191711905698
"LOC119870187",75.134076202622,-4.1880092439538,0.99494103610702,-4.20930396070558,2.56158587799603e-05,0.00488697587193132
"GREM1",507.517784903537,-1.67621761987185,0.398199491728832,-4.20949211309724,2.55945376145013e-05,0.00488697587193132
"LOC102156760",41.3804109729028,-3.2216693036634,0.765653672859415,-4.20773701983526,2.57940796786616e-05,0.00488727141199188
"LOC119869912",29.1953007066962,-4.61600053083014,1.10006278699878,-4.19612460796319,2.71520901533544e-05,0.00500738846608161
"TRNAT-UGU",16.1276646852829,-6.08832527508473,1.44945382342376,-4.20042720692094,2.66411814146436e-05,0.00500738846608161
"LOC607920",33.1919766058887,-3.8128353685094,0.908549048663507,-4.19662028606839,2.70927598630137e-05,0.00500738846608161
"LOC119866041",53.7809591320386,-4.11281088533102,0.979856218149849,-4.19736162219471,2.70042554950348e-05,0.00500738846608161
"LOC119869428",30.8663770413203,-4.18072861594834,0.99784450532079,-4.18975962051753,2.79250117894291e-05,0.0050506723654404
"RASSF9",813.289130600699,-1.89979344203631,0.45344570484738,-4.18968229652928,2.7934528862104e-05,0.0050506723654404
"LOC100688969",938.794907752258,2.83543693893029,0.676292120057093,4.19262158294986,2.75749208023769e-05,0.0050506723654404
"PALLD",1516.86357254674,-1.05855207493732,0.253042042952241,-4.18330512426789,2.8730137334635e-05,0.00516079083823382
"LOC100686091",26.1270664032648,-5.75809640202511,1.37705189193512,-4.18146653423023,2.89634886034843e-05,0.00516914184024636
"LOC111096027",115.453813184366,-2.72561528237999,0.652081504978318,-4.17986902184967,2.91677043629826e-05,0.00517221926790505
"LOC119864157",45.792353072325,-2.73729086552715,0.655955464484904,-4.17298279186779,3.00637656200824e-05,0.00526363258448317
"RBP4",1430.18916141435,1.72483443790368,0.413240392908254,4.17392507485737,2.99396254526408e-05,0.00526363258448317
"KCNK6",505.818691858923,-1.59198189892247,0.381952971259313,-4.16800501295655,3.07277178636962e-05,0.00527517906803682
"PADI2",7929.70653232092,-1.69594695808847,0.407446153657583,-4.1623830360508,3.14943472376818e-05,0.00527517906803682
"LOC100685369",90.3659494819941,2.39715113434892,0.576069384669956,4.16121946095487,3.16552696849262e-05,0.00527517906803682
"EVI2B",283.427828199548,-1.73047126746734,0.41508499532944,-4.16895644732695,3.0599744844432e-05,0.00527517906803682
"LOC119880298",4.77692092885505,4.99203419722373,1.19867171901079,4.1646383392973,3.11846495919084e-05,0.00527517906803682
"LOC111097580",34.4470209137439,-3.62333668157802,0.870265642778135,-4.16348354280804,3.13428626322647e-05,0.00527517906803682
"LOC119865764",19.2826423533672,-4.12886270424515,0.990985231622331,-4.16642203384387,3.09417647798345e-05,0.00527517906803682
"LOC119866964",22.1532045758777,-5.70929752979974,1.37130311799194,-4.16341030286588,3.1352922557376e-05,0.00527517906803682
"LOC119866989",31.2504753349471,-5.42308940763185,1.3038895349611,-4.15916322834329,3.19415586148163e-05,0.00529101398779439
"LOC100856620",163.731696668553,1.43988771645567,0.346944398589256,4.15019732934308,3.32188767381353e-05,0.00546984397147046
"ELOVL7",995.591874453445,-1.20015803844022,0.289343472411636,-4.1478663003422,3.35588272920652e-05,0.00549312330994319
"GLIPR1L2",31.8871350773972,-2.24953604223066,0.543369294689651,-4.13997637373952,3.47341593160412e-05,0.0055540523072812
"LOC119874346",11.8902336185148,-4.55592708448327,1.10013087668153,-4.14125917293215,3.45404406174899e-05,0.0055540523072812
"MIR8858",1220.67880754032,-4.05152608276712,0.977694695448497,-4.14395833548894,3.41361790847628e-05,0.0055540523072812
"TRNAR-ACG.2",17.2732321416837,-6.79249549197641,1.64057085636762,-4.14032436673637,3.46815062843302e-05,0.0055540523072812
"IFI44L",210.048202543181,-2.20609422599394,0.533516977082927,-4.13500285980784,3.54950215226339e-05,0.00557897034307171
"LOC106559347",11.5114816887698,-4.54687369725287,1.09941042870496,-4.13573819070355,3.5381539981028e-05,0.00557897034307171
"LOC111091477",25.6502738051246,-4.43227118429757,1.07185600454305,-4.13513677724568,3.54743287144153e-05,0.00557897034307171
"LOC119864356",1884.24353723247,-5.95652663592513,1.44176553507272,-4.13141144730214,3.60542581803318e-05,0.00563485279120067
"TRNAV-CAC.5",21.8561126651608,-7.71736733521834,1.8688152903089,-4.12955061703434,3.634729770977e-05,0.00564873762104139
"VWA5A",825.797573277007,-1.94845719400783,0.472232305747806,-4.12605654101183,3.69036574723813e-05,0.00565700124705404
"LOC119864848",136.019901022284,-3.75206761882106,0.909280480718966,-4.12641390460104,3.68463856254555e-05,0.00565700124705404
"LOC106557997",25.4657399730904,-6.05145450148098,1.46688778745329,-4.12536974759815,3.70139618160279e-05,0.00565700124705404
"LOC119872621",28.5289033034893,-4.11807796445906,1.00009203074359,-4.11769900955733,3.82674035303329e-05,0.00578465127792131
"LOC119873100",7.89685041238457,-4.19506120025311,1.01853624697289,-4.11871566939409,3.8098989294985e-05,0.00578465127792131
"LOC102154536",12.0377377935756,-6.09145437478575,1.4809531434146,-4.11319858556822,3.90214431133791e-05,0.0058348658424076
"IL13RA1",1587.79587746065,-1.47041576436503,0.357407442579627,-4.11411624154255,3.88665557148671e-05,0.0058348658424076
"LOC111097097",17.963277802308,-5.70310607000726,1.38850212072692,-4.10738016519667,4.00172278059175e-05,0.00585093643585583
"CHGB",31726.187694486,1.42583470065751,0.347049779811038,4.10844433162831,3.98333189597747e-05,0.00585093643585583
"LOC119866285",26.5705214120187,-3.40467633368116,0.829113616347127,-4.1064050409416,4.01864556560246e-05,0.00585093643585583
"LOC119867339",9.46152939872501,-5.65513037426228,1.37706826458962,-4.10664490619683,4.01447653924463e-05,0.00585093643585583
"LOC106558299",74.0226693990588,-2.47839448030749,0.603075174566275,-4.10959459919723,3.96354323514607e-05,0.00585093643585583
"LOC119870280",12.7931827524505,-3.67703365926479,0.896015340919524,-4.10376194618641,4.06485730975616e-05,0.00588723286700444
"LOC119870563",10.6175798409896,-4.60917270045762,1.12488429774154,-4.09746381002167,4.17701445893181e-05,0.00599533011766548
"LOC119868692",15.4050427562202,-6.57486820129676,1.60474535085311,-4.09714114317355,4.18283885590658e-05,0.00599533011766548
"LOC111092340",51.6698251528814,-3.0052674200134,0.733961304563666,-4.09458564276764,4.22924064405815e-05,0.00599966584290157
"LOC100684649",50.5068774161178,-3.44705791200735,0.841736609335988,-4.09517404111316,4.21851365639292e-05,0.00599966584290157
"LOC119873942",162.911727729753,-3.04336883981686,0.74372565871926,-4.09205841446659,4.27560907495908e-05,0.00602924630928009
"PIK3CG",189.796038268038,-1.39859083070805,0.3418634457838,-4.09108036544081,4.29368298061735e-05,0.00602924630928009
"LOC119871192",51.0266861831824,-3.62778855553696,0.887843942111738,-4.08606556114835,4.38749852294526e-05,0.0061298672545573
"LOC119871617",8.36161586996594,-7.09403880833993,1.73866641291405,-4.0801609530434,4.50045279040251e-05,0.0062560816854726
"TRNAV-CAC.1",20.5882975053464,-7.62850683936783,1.87047351874947,-4.07838269983526,4.53500731137912e-05,0.00627259536273404
"LOC119864026",15.099974756665,-5.39085577449901,1.323602434756,-4.07286631766645,4.64380809955524e-05,0.00633817243198325
"LOC119864982",75.3506068408062,-2.81443071668993,0.691082118213602,-4.0724982495062,4.65115498569425e-05,0.00633817243198325
"MSI1",526.020132531758,-1.54224122043179,0.378613707860923,-4.07338981238974,4.63337774935299e-05,0.00633817243198325
"BST2",404.128298322727,-2.31418889999715,0.568617227373821,-4.06985365301948,4.70426791213962e-05,0.00636467322466174
"TRNAV-CAC.2",20.6629698084986,-6.86070297163086,1.68599008246688,-4.0692427808309,4.71661790498376e-05,0.00636467322466174
"LOC119864308",20.2121910165857,-4.11315143366046,1.01167027246603,-4.06570356528747,4.78877735998609e-05,0.00639961101977272
"ANKRD13A",560.617863175383,-0.942430227569314,0.231781626755428,-4.06602646103503,4.78215084345282e-05,0.00639961101977272
"LOC102153153",25.9686519309472,-4.61651872859864,1.13660954191774,-4.06165755111418,4.87255172853823e-05,0.00648025954166121
"ANTXRL",12.0025260322734,-5.77249469780615,1.42343437865159,-4.05532898768005,5.00637892463253e-05,0.00656357631242226
"TRNAA-UGC",21.3365949148312,-6.67544060070586,1.64587587225036,-4.05585907980942,4.99503697338281e-05,0.00656357631242226
"LOC119866500",121.053626684195,-6.21719303683084,1.5328400967497,-4.05599582762355,4.99211504574844e-05,0.00656357631242226
"LOC119871708",14.4547091511933,-3.84460028735959,0.948453804270105,-4.05354511738002,5.04472651075968e-05,0.00656906583571138
"LOC119874108",25.3025210150985,-4.82802250992517,1.19150671461854,-4.05203130682386,5.07748687764988e-05,0.00656906583571138
"TRNAD-GUC.8",71.6937663644798,-8.69540807258476,2.14604337269733,-4.05183240153047,5.08180634364399e-05,0.00656906583571138
"LOC119873522",17.7549014315737,-4.14707435987271,1.02477968890012,-4.04679601361314,5.19234516141134e-05,0.00668073693954055
"LOC102152216",239.17558696361,-2.87543484248766,0.711064318758991,-4.04384633939461,5.2581387701304e-05,0.00670303653447545
"LOC119865438",29.4380742714756,-4.21287006146888,1.04169501351744,-4.04424520305949,5.24919599908308e-05,0.00670303653447545
"LOC474739",709.121806385761,1.66090864974433,0.410930942730008,4.04181938383644,5.30380791523091e-05,0.00673024029169874
"LOC119866208",74.4515829413383,1.38277563416269,0.342365450979047,4.03888777389316,5.3705251171605e-05,0.00676965011105887
"LOC111091285",18.2423291332544,-5.97264087291468,1.4789958014879,-4.03830820000034,5.38380878586181e-05,0.00676965011105887
"LOC119871683",4.72768390624236,-5.76087823135392,1.42735926396786,-4.03603940281964,5.43610903092998e-05,0.0067800969594999
"SAMD9L",596.510355010852,-2.07041838044347,0.513025283845017,-4.03570437099341,5.44387284325115e-05,0.0067800969594999
"LOC119865247",70.919750536739,-4.33482569764291,1.07436822850522,-4.03476720795625,5.4656458878953e-05,0.0067800969594999
"LOC119872411",25.9903880923676,-3.7063442376831,0.919088105539686,-4.03263214412589,5.51555816556195e-05,0.00681146810419376
"LOC106558866",11.5654750116896,-4.29684404877282,1.06790216938773,-4.02363078936002,5.73077349369617e-05,0.00701461890071314
